Gender,Age,Under 30,Senior Citizen,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Label,Population,30 to 64,Household Size,Is Alone,Receive Refund,Total Services Subscribed,Cost per GB,Historical Avg Monthly Charge,Bill Shock,Tenure Group,Referral a Friend,Under-Utilizing Unlimited
Male,47,No,No,Yes,0,Warner Springs,92086,33.323705,-116.626907,5,38,No,0.0,No,Yes,Cable,25,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2193.2,0.0,0,0.0,2193.2,No,1205,Yes,2,No,No,6,2.399999040000384,57.715789473684204,Yes,Loyal (2-4y),Yes,No
Female,56,No,No,Yes,0,Rancho Santa Fe,92091,32.99356,-117.207121,7,28,Yes,33.09,No,Yes,Fiber Optic,19,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.9,2433.5,0.0,0,926.52,3360.02,No,1072,Yes,2,No,No,4,4.731576457065023,86.91071428571429,Yes,Loyal (2-4y),Yes,Yes
Female,57,No,No,Yes,0,San Diego,92101,32.72523,-117.171346,1,32,Yes,12.35,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,641.15,0.0,0,395.2,1036.35,No,27505,Yes,2,No,No,0,1939999.9999999998,20.0359375,No,Loyal (2-4y),Yes,No
Female,40,No,No,Yes,1,San Diego,92103,32.747484,-117.166877,5,37,Yes,44.68,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,861.85,0.0,0,1653.16,2515.01,No,30202,Yes,3,No,No,1,2410000.0,23.293243243243243,Yes,Loyal (2-4y),Yes,No
Female,41,No,No,No,0,San Diego,92104,32.741499,-117.127409,0,10,Yes,12.96,No,Yes,DSL,29,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.25,583.0,0.0,0,129.60000000000002,712.6,No,47689,Yes,1,Yes,No,2,1.870689010107238,58.3,No,New (0-1y),No,No
Male,36,No,No,Yes,0,San Diego,92105,32.741859,-117.090353,1,67,Yes,23.13,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.9,7332.4,0.0,0,1549.71,8882.11,No,73006,Yes,2,No,No,7,4.579164758681351,109.43880597014925,Yes,Very Loyal (4y+),Yes,No
Male,28,Yes,No,No,0,San Diego,92106,32.71346,-117.236378,0,7,No,0.0,No,Yes,DSL,48,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.5,249.55,0.0,0,0.0,249.55,No,18525,No,1,Yes,No,2,0.7395831792535043,35.65,No,New (0-1y),No,No
Female,36,No,No,No,0,San Diego,92107,32.741852,-117.243453,0,51,Yes,14.37,No,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,87.55,4475.9,0.0,0,732.87,5208.77,No,27959,Yes,1,Yes,No,3,12.507124989821444,87.7627450980392,No,Very Loyal (4y+),No,Yes
Female,23,Yes,No,No,0,San Diego,92109,32.787836,-117.232376,0,9,Yes,35.45,No,Yes,Fiber Optic,52,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.4,788.6,0.0,0,319.05,1107.65,No,46086,No,1,Yes,No,3,1.699999673076986,87.62222222222222,Yes,New (0-1y),No,No
Male,58,No,No,No,0,San Diego,92110,32.76501,-117.19938,0,4,Yes,1.88,No,Yes,DSL,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.8,202.3,0.0,0,7.52,209.82,No,24169,Yes,1,Yes,No,1,2.41904646712073,50.575,Yes,New (0-1y),No,No
Male,50,No,No,Yes,0,San Diego,92111,32.805518,-117.169052,5,71,Yes,44.06,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,99.0,6994.6,0.0,40,3128.26,10162.86,No,46828,Yes,2,No,No,5,16.499972500045835,98.51549295774649,Yes,Very Loyal (4y+),Yes,No
Male,22,Yes,No,Yes,0,San Diego,92115,32.762506,-117.07245,10,22,Yes,6.03,No,Yes,DSL,51,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.75,1374.35,0.0,0,132.66,1507.01,No,56887,No,2,No,No,2,1.1715683977316866,62.470454545454544,No,Standard (1-2y),Yes,No
Male,48,No,No,No,0,San Diego,92116,32.765299,-117.122565,0,44,Yes,44.45,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.5,4915.15,0.0,0,1955.8,6870.95,No,33083,Yes,1,Yes,No,7,5.868417963990545,111.70795454545454,No,Loyal (2-4y),No,Yes
Female,49,No,No,Yes,2,San Diego,92117,32.825086,-117.199424,2,33,Yes,9.97,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.25,838.5,0.0,0,329.01000000000005,1167.51,No,51213,Yes,4,No,No,1,2425000.0,25.40909090909091,No,Loyal (2-4y),Yes,No
Female,54,No,No,No,0,San Diego,92122,32.85723,-117.209774,0,1,Yes,8.56,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,8.56,29.06,No,34902,Yes,1,Yes,No,0,2049999.9999999998,20.5,No,New (0-1y),No,No
Male,47,No,No,No,0,San Diego,92123,32.808814,-117.134694,0,30,Yes,32.41,No,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,70.4,2044.75,0.0,0,972.3,3017.05,No,25232,Yes,1,Yes,No,4,3.199998545455207,68.15833333333333,Yes,Loyal (2-4y),No,No
Female,60,No,No,No,0,San Diego,92124,32.827238,-117.089287,0,1,No,0.0,No,Yes,DSL,9,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,30.55,30.55,0.0,40,0.0,70.55,No,30206,Yes,1,Yes,No,1,3.394440672843697,30.55,No,New (0-1y),No,No
Male,22,Yes,No,Yes,2,San Diego,92126,32.886925,-117.152162,5,16,Yes,9.16,Yes,Yes,DSL,59,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.9,1398.25,0.0,0,146.56,1544.81,No,74232,No,4,No,No,7,1.4389828069520667,87.390625,No,Standard (1-2y),Yes,No
Male,21,Yes,No,Yes,0,San Diego,92131,32.89325,-117.087091,5,71,Yes,48.32,No,Yes,DSL,59,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,54.5,3778.2,0.0,0,3430.72,7208.92,No,29283,No,2,No,No,2,0.9237286569951428,53.21408450704225,Yes,Very Loyal (4y+),Yes,No
Male,39,No,No,No,0,San Diego,92139,32.677716,-117.047666,0,43,Yes,19.66,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,0.0,0,845.38,4006.78,No,36351,Yes,1,Yes,No,1,2.691070467474833,73.52093023255814,Yes,Loyal (2-4y),No,No
Male,20,Yes,No,Yes,0,San Diego,92154,32.578103,-117.012975,3,50,No,0.0,No,Yes,DSL,73,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,44.45,2188.45,0.0,0,0.0,2188.45,No,68776,No,2,No,No,3,0.6089040261775307,43.769,Yes,Very Loyal (4y+),Yes,No
Female,43,No,No,No,0,Indio,92203,33.752938,-116.230055,0,41,Yes,29.19,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.05,3990.6,0.0,0,1196.79,5187.389999999999,No,2743,Yes,1,Yes,No,5,24.512438718903205,97.33170731707317,Yes,Loyal (2-4y),No,Yes
Female,27,Yes,No,Yes,0,Banning,92220,33.936298,-116.849577,4,40,Yes,42.1,Yes,Yes,DSL,52,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,63.9,2635.0,0.0,0,1684.0,4319.0,No,25859,No,2,No,No,3,1.2288459175296311,65.875,No,Loyal (2-4y),Yes,No
Female,23,Yes,No,Yes,3,Beaumont,92223,33.946982,-116.977672,3,3,Yes,24.28,Yes,Yes,DSL,73,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.15,235.0,0.0,0,72.84,307.84000000000003,No,17721,No,5,No,No,4,0.9472601442109392,78.33333333333333,No,New (0-1y),Yes,No
Female,42,No,No,No,0,Blythe,92225,33.674583,-114.71612,0,37,Yes,37.18,Yes,Yes,Cable,9,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64.65,2347.85,0.0,0,1375.66,3723.51,No,24659,Yes,1,Yes,No,3,7.183325351860721,63.4554054054054,Yes,Loyal (2-4y),No,Yes
Female,59,No,No,Yes,1,Cabazon,92230,33.929812,-116.76058,2,32,Yes,24.04,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.85,3089.6,0.0,0,769.28,3858.88,No,2355,Yes,3,No,No,5,4.493179775827374,96.55,Yes,Loyal (2-4y),Yes,No
Female,25,Yes,No,Yes,3,Calipatria,92233,33.143826,-115.497485,6,32,Yes,48.49,Yes,Yes,Fiber Optic,82,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,0.0,0,1551.68,4453.4800000000005,No,7857,No,5,No,No,3,1.092682793575269,90.68125,No,Loyal (2-4y),Yes,No
Female,48,No,No,No,0,Cathedral City,92234,33.829583,-116.474131,0,59,Yes,31.23,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.25,4949.1,0.0,0,1842.57,6791.67,No,43141,Yes,1,Yes,No,3,5.203121748048908,83.88305084745764,No,Very Loyal (4y+),No,Yes
Female,53,No,No,Yes,0,Coachella,92236,33.680031,-116.171678,7,30,Yes,17.33,No,Yes,DSL,13,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,70.25,2198.9,0.0,0,519.9,2718.8,No,23170,Yes,2,No,No,5,5.403841997044617,73.29666666666667,No,Loyal (2-4y),Yes,Yes
Female,51,No,No,Yes,1,Desert Hot Springs,92240,33.948558,-116.516976,1,27,Yes,35.52,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.5,761.95,0.0,0,959.04,1720.9900000000002,No,22796,Yes,3,No,No,1,2450000.0,28.22037037037037,No,Loyal (2-4y),Yes,No
Male,60,No,No,No,3,Earp,92242,34.137742,-114.36514,0,9,Yes,27.34,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,190.25,0.0,0,246.06,436.31,No,1564,Yes,4,No,No,0,2010000.0,21.13888888888889,No,New (0-1y),No,No
Female,47,No,No,Yes,2,El Centro,92243,32.770393,-115.60915,8,68,Yes,20.15,Yes,Yes,DSL,16,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,73.0,5163.0,0.0,0,1370.1999999999998,6533.2,No,43712,Yes,4,No,No,5,4.562497148439283,75.92647058823529,No,Very Loyal (4y+),Yes,Yes
Female,56,No,No,Yes,2,Heber,92249,32.730583,-115.501083,10,69,Yes,39.07,Yes,Yes,DSL,19,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,61.4,4059.85,0.0,0,2695.83,6755.68,No,3535,Yes,4,No,No,3,3.2315772465382913,58.83840579710145,Yes,Very Loyal (4y+),Yes,Yes
Male,62,No,No,No,0,Holtville,92250,32.811001,-115.152865,0,26,Yes,37.69,Yes,Yes,Fiber Optic,30,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.3,2281.6,0.0,0,979.94,3261.54,No,8062,Yes,1,Yes,No,3,2.8099990633336454,87.75384615384615,No,Loyal (2-4y),No,No
Male,49,No,No,Yes,2,Imperial,92251,32.858595,-115.662709,10,69,Yes,28.19,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1356.7,0.0,0,1945.11,3301.8100000000004,No,14546,Yes,4,No,No,0,1989999.9999999998,19.66231884057971,Yes,Very Loyal (4y+),Yes,No
Male,60,No,No,No,0,Joshua Tree,92252,34.167236,-116.281511,0,11,Yes,49.8,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,231.45,0.0,0,547.8,779.25,No,8141,Yes,1,Yes,No,0,2039999.9999999998,21.04090909090909,No,New (0-1y),No,No
Male,19,Yes,No,No,0,La Quinta,92253,33.695532,-116.310571,0,1,Yes,24.66,Yes,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.75,50.75,0.0,0,24.66,75.41,No,23971,No,1,Yes,No,1,1.9519223261837206,50.75,No,New (0-1y),No,No
Male,37,No,No,Yes,1,Mecca,92254,33.543835,-115.993906,0,10,Yes,37.59,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,242.4,0.0,0,375.9,618.3000000000001,No,8768,Yes,3,No,No,0,2044999.9999999998,24.240000000000002,No,New (0-1y),No,No
Female,41,No,No,Yes,3,Morongo Valley,92256,34.097863,-116.594561,7,55,Yes,16.16,Yes,Yes,DSL,29,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,4264.25,0.0,0,888.8,5153.05,No,3499,Yes,5,No,No,6,2.6120680648041157,77.53181818181818,No,Very Loyal (4y+),Yes,No
Male,42,No,No,No,0,Niland,92257,33.345825,-115.596574,0,44,Yes,34.98,No,Yes,Cable,2,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.4,2774.55,0.0,0,1539.12,4313.67,No,2753,Yes,1,Yes,No,3,32.6998365008175,63.05795454545455,Yes,Loyal (2-4y),No,Yes
Male,32,No,No,Yes,1,Ocotillo,92259,32.698964,-115.886656,4,69,Yes,49.4,No,Yes,DSL,12,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,4069.9,0.0,0,3408.6,7478.5,No,471,Yes,3,No,No,3,4.979162517364569,58.984057971014494,Yes,Very Loyal (4y+),Yes,Yes
Male,34,No,No,No,0,Palm Springs,92264,33.745746,-116.514215,0,29,Yes,10.06,No,Yes,DSL,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.95,1323.7,0.0,0,291.74,1615.44,No,18884,Yes,1,Yes,No,1,1.9579992168003135,45.6448275862069,Yes,Loyal (2-4y),No,No
Female,32,No,No,Yes,0,Palo Verde,92266,33.3249,-114.758334,0,57,Yes,12.19,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,5497.05,0.0,0,694.8299999999999,6191.88,No,291,Yes,2,No,No,5,6.228121107424308,96.43947368421053,Yes,Very Loyal (4y+),No,Yes
Male,58,No,No,No,0,Parker Dam,92267,34.273872,-114.192901,0,28,Yes,40.39,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.25,534.7,0.0,0,1130.92,1665.62,No,131,Yes,1,Yes,No,0,1824999.9999999998,19.09642857142857,No,Loyal (2-4y),No,No
Female,42,No,No,No,0,Pioneertown,92268,34.201108,-116.593456,0,42,Yes,32.16,No,Yes,DSL,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.55,2455.05,0.0,0,1350.7199999999998,3805.77,No,354,Yes,1,Yes,No,2,6.818741476573154,58.453571428571436,No,Loyal (2-4y),No,Yes
Male,61,No,No,No,1,Seeley,92273,32.790282,-115.689559,0,23,No,0.0,No,Yes,DSL,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.65,947.4,0.0,0,0.0,947.4,No,1632,Yes,2,No,No,3,2.1394725581723377,41.19130434782608,No,Standard (1-2y),No,Yes
Female,39,No,No,Yes,2,Thermal,92274,33.53604,-116.119222,8,18,Yes,14.6,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,357.0,0.0,0,262.8,619.8,No,17018,Yes,4,No,No,0,2044999.9999999998,19.833333333333332,Yes,Standard (1-2y),Yes,No
Male,60,No,No,Yes,1,Salton City,92275,33.28156,-115.955541,1,62,Yes,16.48,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.8,1476.25,0.0,0,1021.76,2498.01,No,799,Yes,3,No,No,1,2480000.0,23.81048387096774,Yes,Very Loyal (4y+),Yes,No
Male,19,Yes,No,No,0,Escondido,92027,33.141265,-116.967221,0,67,Yes,37.32,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,88.8,5903.15,0.0,0,2500.44,8403.59,No,48690,No,1,Yes,No,8,1.5050844906636456,88.10671641791045,Yes,Very Loyal (4y+),No,No
Male,19,Yes,No,No,0,Westmorland,92281,33.03679,-115.60503,0,62,Yes,33.68,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1201.65,0.0,0,2088.16,3289.81,No,2388,No,1,Yes,No,0,2005000.0,19.381451612903227,Yes,Very Loyal (4y+),No,No
Male,31,No,No,No,0,Winterhaven,92283,32.852947,-114.850784,0,2,Yes,11.19,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,146.65,0.0,10,22.38,179.03,No,3663,Yes,1,Yes,No,0,4.98571072449234,73.325,No,New (0-1y),No,No
Female,62,No,No,Yes,2,Yucca Valley,92284,34.159534,-116.425984,10,23,Yes,33.02,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,77.15,1759.4,0.0,0,759.46,2518.86,No,20486,Yes,4,No,No,5,6.429161309032243,76.49565217391304,Yes,Standard (1-2y),Yes,Yes
Female,32,No,No,No,3,Landers,92285,34.341737,-116.539416,0,25,No,0.0,No,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,No,2182,Yes,4,No,No,2,0.4673332710222305,33.778,Yes,Loyal (2-4y),No,No
Female,40,No,No,Yes,0,Amboy,92304,34.559882,-115.637164,9,2,Yes,22.23,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,134.05,0.0,0,44.46,178.51000000000002,No,42,Yes,2,No,No,2,6.46537964201566,67.025,Yes,New (0-1y),Yes,Yes
Female,26,Yes,No,No,0,Angelus Oaks,92305,34.1678,-116.86433,0,8,Yes,5.27,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,140.95,0.0,0,42.16,183.11,No,301,No,1,Yes,No,0,2019999.9999999998,17.61875,Yes,New (0-1y),No,No
Male,47,No,No,No,0,Apple Valley,92308,34.424926,-117.184503,0,35,No,0.0,No,Yes,DSL,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0.0,0,0.0,1701.65,No,28819,Yes,1,Yes,No,4,1.8923069644973214,48.61857142857143,Yes,Loyal (2-4y),No,No
Male,60,No,No,No,0,Baker,92309,35.28952,-116.092214,0,24,Yes,47.33,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.6,592.65,0.0,0,1135.92,1728.5700000000002,No,904,Yes,1,Yes,No,1,2460000.0,24.693749999999998,No,Standard (1-2y),No,No
Female,33,No,No,Yes,1,Fort Irwin,92310,35.349241,-116.770281,5,2,Yes,29.03,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,135.75,0.0,0,58.06,193.81,No,9465,Yes,3,No,No,0,7.164992835007165,67.875,Yes,New (0-1y),Yes,Yes
Male,38,No,No,Yes,3,Barstow,92311,34.965648,-117.001509,6,72,Yes,32.22,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,0.0,0,2319.84,10052.49,No,31293,Yes,5,No,No,7,4.195998321600672,107.39791666666666,No,Very Loyal (4y+),Yes,No
Female,20,Yes,No,No,0,Grand Terrace,92313,34.029175,-117.307211,0,41,Yes,36.7,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.5,4282.4,0.0,0,1504.7,5787.099999999999,No,11024,No,1,Yes,No,6,1.8050844398161965,104.44878048780487,Yes,Loyal (2-4y),No,No
Male,59,No,No,No,0,Big Bear Lake,92315,34.242058,-116.89802,0,26,Yes,39.63,No,Yes,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.5,2018.1,0.0,0,1030.38,3048.48,No,5447,Yes,1,Yes,No,1,2.6034473781215937,77.61923076923077,No,Loyal (2-4y),No,No
Female,28,Yes,No,Yes,3,Cedar Glen,92321,34.255203,-117.175654,9,4,Yes,35.2,Yes,Yes,DSL,52,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.5,224.85,0.0,0,140.8,365.65,No,455,No,5,No,No,3,1.1249997836538876,56.2125,Yes,New (0-1y),Yes,No
Male,45,No,No,No,0,Colton,92324,34.030915,-117.273201,0,48,Yes,3.59,No,Yes,DSL,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.9,3771.5,0.0,0,172.32,3943.82,No,52202,Yes,1,Yes,No,6,7.889992110007891,78.57291666666667,Yes,Loyal (2-4y),No,Yes
Male,36,No,No,Yes,0,Death Valley,92328,36.27688,-117.033326,6,60,Yes,4.59,Yes,Yes,Fiber Optic,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.45,6572.85,0.0,0,275.4,6848.25,No,443,Yes,2,No,No,7,12.161097598780447,109.5475,No,Very Loyal (4y+),Yes,Yes
Male,20,Yes,No,No,0,Essex,92332,34.9436,-115.287901,0,55,Yes,12.28,No,Yes,DSL,48,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.2,3175.85,0.0,0,675.4,3851.25,No,115,No,1,Yes,No,3,1.2333330763889423,57.74272727272727,Yes,Very Loyal (4y+),No,No
Male,34,No,No,No,0,Fawnskin,92333,34.274846,-116.937581,0,1,No,0.0,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,29.15,29.15,0.0,0,0.0,29.15,No,414,Yes,1,Yes,No,1,1.3249993977275465,29.15,No,New (0-1y),No,No
Male,30,No,No,No,0,Fontana,92335,34.087558,-117.464096,0,1,Yes,11.1,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,11.1,31.15,No,82630,Yes,1,Yes,No,0,2005000.0,20.05,No,New (0-1y),No,No
Female,33,No,No,No,0,Ludlow,92338,34.702766,-116.093376,0,42,Yes,34.76,No,Yes,Cable,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,66.5,2762.75,0.0,0,1459.9199999999998,4222.67,No,23,Yes,1,Yes,No,4,3.324998337500831,65.7797619047619,Yes,Loyal (2-4y),No,Yes
Female,45,No,No,No,0,Forest Falls,92339,34.067699,-116.903891,0,1,Yes,10.83,No,Yes,DSL,15,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.55,49.55,0.0,0,10.83,60.38,No,958,Yes,1,Yes,No,1,3.303331131112579,49.55,No,New (0-1y),No,Yes
Male,29,Yes,No,No,0,Helendale,92342,34.757783,-117.33997,0,3,Yes,27.34,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,0.0,10,82.02,324.52,No,4948,No,1,Yes,No,1,1.0366195723071023,77.5,No,New (0-1y),No,No
Female,53,No,No,Yes,0,Hesperia,92345,34.361387,-117.337509,7,72,Yes,17.28,Yes,Yes,DSL,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.65,5919.35,0.0,0,1244.16,7163.51,No,68515,Yes,2,No,No,7,7.513629533064061,82.21319444444445,Yes,Very Loyal (4y+),Yes,Yes
Male,40,No,No,No,0,Highland,92346,34.129677,-117.154277,0,15,Yes,11.75,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.0,749.25,0.0,0,176.25,925.5,No,48245,Yes,1,Yes,No,1,1.7499993750002232,49.95,No,Standard (1-2y),No,No
Female,50,No,No,No,0,Lake Arrowhead,92352,34.2565,-117.19335,0,11,Yes,1.87,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,245.15,0.0,0,20.57,265.72,No,9793,Yes,1,Yes,No,1,2519999.9999999995,22.286363636363635,Yes,New (0-1y),No,No
Female,63,No,No,No,0,Loma Linda,92354,34.049315,-117.255974,0,5,Yes,5.41,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.45,134.75,0.0,0,27.05,161.8,No,18068,Yes,1,Yes,No,1,2544999.9999999995,26.95,No,New (0-1y),No,No
Male,37,No,No,Yes,0,Lytle Creek,92358,34.238162,-117.534306,6,72,Yes,46.16,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.9,8240.85,0.0,0,3323.5199999999995,11564.37,No,1090,Yes,2,No,No,7,7.921422913269348,114.45625000000001,No,Very Loyal (4y+),Yes,Yes
Female,20,Yes,No,Yes,0,Mentone,92359,34.103578,-117.04054,3,55,Yes,23.45,Yes,Yes,Fiber Optic,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,77.75,4266.4,0.0,0,1289.75,5556.15,No,7324,No,2,No,No,2,1.466980855286631,77.57090909090908,Yes,Very Loyal (4y+),Yes,No
Female,49,No,No,Yes,4,Needles,92363,34.711224,-114.702256,5,40,Yes,49.22,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.2,1077.5,0.0,0,1968.8,3046.3,No,5488,Yes,6,No,No,1,2619999.9999999995,26.9375,No,Loyal (2-4y),Yes,No
Female,43,No,No,Yes,0,Nipton,92364,35.478736,-115.516984,6,57,Yes,44.86,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1115.6,0.0,0,2557.02,3672.62,No,162,Yes,2,No,No,0,1989999.9999999998,19.5719298245614,Yes,Very Loyal (4y+),Yes,No
